title,price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
BÁN CĂN 1PN+ 47m2 FULL ĐẦY ĐỦ NỘI THẤT GIÁ CHỈ: 1TỶ850 SỔ HỒNG RIÊNG - 120081055,"1,85 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,36 triệu/m²",1 phòng,1 phòng,Đông,Đã bàn giao,,Sổ hồng riêng,Chung cư,,47 m²,
"BÁN GẤP STUDIO 34M2 - THE BEVERLY SOLARY VINHOMES Q9 GIÁ CHỈ 1,75 TỶ - 120080984","1,75 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","51,47 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,34 m²,
FULL NT 2PN CĂN GÓC 73M2 3.1 TỶ TẠI Q7 RIVERSIDE - 120080942,"3,1 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","42,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
LÊN ĐƠN CĂN GÓC 2PN 73M2 GIÁ 3.1 TỶ MỚI BÀN GIAO TẠI Q7 RIVERSIDE - 120080940,"3,1 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","42,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,73 m²,
"Cần bán căn hộ Dlusso Quận 2 căn 2PN1WC giá 3,65 tỷ full - 120080939","3,65 tỷ","Nguyễn Thị Định, Phường An Phú, Quận 2, Tp Hồ Chí Minh","66,36 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,55 m²,
Bán GẤP căn hộ Celadon City Khu Emerald 104m² 3PN 2WC Giá 5.4Tỷ - 120080788,"5,4 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,92 triệu/m²",3 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,104 m²,
"Chính chủ cần tiền bán gấp căn 89m2 3pn 2wc giá 3,1 tỷ - 115379676","3,1 tỷ","Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh","34,83 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,89 m²,
BÁN CĂN 2PN 67m2 FULL ĐẦY ĐỦ NỘI THẤT GIÁ CHỈ: 2TỶ650 SỔ HỒNG RIÊNG - 120080664,"2,65 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,55 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,67 m²,
"Bán căn góc 3PN Luxgarden, diện tích 120m2, view sông - 119644638","3,93 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","32,75 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,120 m²,Căn góc
"BÁN GẤP CĂN GÓC PENTHOUSE 3PN, DT167M2, SÂN VƯỜN RIÊNG, SỔ HỒNG CÓ SẴN - 119605135","4,7 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","28,14 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Penthouse,Hoàn thiện cơ bản,167 m²,Căn góc
"CHỦ CHUYỂN ĐẦU TƯ, BÁN GẤP 2PN 67M2 FULL NT VINHOMES Q9 GIÁ CHỈ 2,65TỶ - 120080523","2,649 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,55 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,67 m²,
"Căn Hộ Đại Đô Thị VinHomes TP. Thủ Đức, chỉ 1,6 tỷ - 120080352","1,6 tỷ","99999, Vanh đai 3, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","47,06 triệu/m²",3 phòng,2 phòng,Nam,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,34 m²,
"Bán OT 38m2, Đầy Đủ Nội Thất, Sunrise City View - Quận 7 - 119476054","2,05 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","53,95 triệu/m²",1 phòng,1 phòng,Đông,Đã bàn giao,Đông,Hợp đồng đặt cọc,Officetel,Nội thất cao cấp,38 m²,
"Cần bán căn hộ cao cấp Thảo Điền Pearl, 2pn - 119836488","7,8 tỷ","12, Quốc Hương, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","81,25 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,96 m²,
Bán chung cư An Dương Vương Điện Lực (Peridot) Quận 8 2.150 tỷ SH - 120079770,"2,15 tỷ","Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh","28,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,75 m²,
CHUYÊN  BÁN CĂN HỘ EHOMES Q.9 GIÁ RẺ  NHẤT - 120079672,"1,045 tỷ","Phú Hữu, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","26,12 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,40 m²,
Chính Chủ Bán Gấp Căn 2PN-1WC Masteri quận 9 lầu cao view thoáng 3TY! - 120079623,"3,1 tỷ","Long Thạnh Mỹ, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","54,39 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,57 m²,
bán 1 số căn hộ THE AVILA Q8 - 119893456,"1,78 tỷ","Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","24,72 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,72 m²,
Cần BÁN Căn 3PN2WC GIÁ 3TY3 Bao Hết Tại Vinhomes Grand Park Quận 9 - 119556486,"3,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","40,74 triệu/m²",3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất cao cấp,81 m²,Căn góc
"BÁN LỖ CĂN OFFICETEL SUNRISE CITYVIEW 42M NHÀ ĐẸP QUẬN 7,BAO SANG TÊN - 118687836","2,1 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Officetel,,42 m²,
"𝑫𝑬𝑭𝑰𝑵𝑬 𝐦𝐮𝐚 𝐭𝐫𝐮̛̣𝐜 𝐭𝐢𝐞̂́𝐩 𝐂Đ𝐓 𝐂𝐚𝐩𝐢𝐭𝐚𝐥𝐚𝐧𝐝, 𝐜𝐚̆𝐧 𝐃.𝟎𝟕.𝟎𝟐 - 𝟑𝐏𝐍 𝟒𝐖𝐂 𝟐𝟐𝟎𝐦𝟐 - 119502798","25,7 tỷ","Đặng Như Mai, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","116,82 triệu/m²",3 phòng,4 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,220 m²,0
Căn 49m2/2pn1wc bán 1.8ty tặng nội thất đẹp. NH cho vay 70% - 118311011,"1,8 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","36,73 triệu/m²",2 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng đặt cọc,Chung cư,Nội thất đầy đủ,49 m²,
CELESTA RISE - MUA ĐÚNG BÁN NHANH. GIỎ HÀNG CHẤT LƯỢNG - 119892944,"3,99 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","49,88 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"Bán gấp 2 PN siêu sang Vinhomes Central Park, view đẹp xuất sắc - 117690748","10,8 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",108 triệu/m²,2 phòng,,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Nội thất cao cấp,100 m²,
🏘Bán chung cư  flora kykio residence quận 2 view Landmark 81 - 120078878,"3,2 tỷ","Đường Mai Chí Thọ, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","47,76 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Tây,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,67 m²,
Chính chủ Gửi bán Emerald 2pn 2wc Full NT View Đẹp( Còn Thương Lượng) - 120078557,"3,78 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","53,24 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Đang chờ sổ,Chung cư,Nội thất đầy đủ,71 m²,
"CĂN HỘ FULL TIỆN ÍCH Masterie Centre Point Q.9, 72m2 chỉ 4ty970 - 119795791","4,97 tỷ",Nguyễn Xiển,"69,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,,72 m²,
"GẤP CĂN 3PN *** VỚI LAYOUT ĐỘC NHẤT, VÀ VIEW THÔNG THOÁNG MÁT MẺ - 119994200","11,6 tỷ","208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","105,45 triệu/m²",3 phòng,3 phòng,Bắc,Đã bàn giao,Nam,Sổ hồng riêng,Chung cư,Nội thất cao cấp,110 m²,
cơ hội sở hữu căn hộ tại trung tâm thành phố với mức giá cực kỳ hấp dẫ - 118740286,"3,5 tỷ","Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","51,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,68 m²,
GIỎ HÀNG 16 CĂN CUỐI CÙNG D1 MENSION FULL NỘI THẤT CĐT CAPITALAND SIN - 120078292,"10,4 tỷ","Số 600, Số 600 Số 608, Đường Võ Văn Kiệt, Quận 1, Thành Phố Hồ Chí Minh, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","109,47 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,95 m²,
"Cần bán CHCC Him Lam Chợ Lớn, Quận 6, 86 m2, 2PN, tặng nội thất - 119029893","3,95 tỷ","11, Phường 11, Quận 6, Tp Hồ Chí Minh","45,93 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,86 m²,
"Căn 1pn view sông đáng xem nhất Sunwah, 6.15tỷ tầng trung cao đẹp - 120078254","6,15 tỷ","Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh","107,89 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,57 m²,
BÁN CĂN HỘ 2PN BELVERLY SOLARI VINHOMES GRAND PARK CK 11% TỪ CĐT - 120078219,3 tỷ,"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,60 m²,
"Bán căn hộ sài gòn south, sổ hồng trao tay - 120078204","4,15 tỷ","Đường Nguyễn Hữu Thọ, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","59,29 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,70 m²,
"Bán căn góc full nội thất cao cấp, tâng cao,view sông view công viên - 118991593","3,35 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","47,18 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
AKARI PHASE 2 2PN1WC giá chỉ 3.150 tỷ bao thuế phí (hot) - 120077934,"3,15 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","51,64 triệu/m²",2 phòng,1 phòng,Nam,Chưa bàn giao,Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,61 m²,
Căn hộ rẻ nhất thị trường The pegasuite 1 - 118713426,"3,15 tỷ","Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","46,32 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,68 m²,
BÁN GẤP CĂN HỘ SKY89 2PN2WC FULL NỘI THẤT VIEW SÔNG - 120077738,4 tỷ,"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","55,56 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,72 m²,
✅Bán căn hộ 3pn - shr-góc - View phú mỹ Hưng*Dt 102m2-Giá 3.58 tỷ - 119359530,"3,58 tỷ","Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","35,10 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,102 m²,Căn góc
Bán CHCC Eratown 71m2 căn góc 2PN 2WC sổ hồng riêng - 120077551,"2,45 tỷ","D1, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","34,51 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,71 m²,
"Bán NHANH cc Topaz Garden, Tân Phú, căn 72m2, 2pn gần Đầm Sen 2ty45 - 120077533","2,45 tỷ","Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","34,03 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"🛑Gía TỐT nhất căn 2PN 59m2 Vinhomes Q9 giá 2,25 tỷ BTP - 119921624","2,25 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,14 triệu/m²",2 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,59 m²,
"BÁN 2PN MCP VIEW TRỰC DIỆN CÔNG VIÊN 36HA, GIÁ THẤP KỶ LỤC 4TY490 - 120077436","4,49 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","67,01 triệu/m²",2 phòng,,,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,67 m²,
bán nhanh căn hộ studio full nội thất đã có sổ hồng - 118864141,"1,5 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,30 m²,0
"CHÍNH CHỦ BÁN NHANH CĂN HỘ 2PN, 2WC - CALLA GARDEN GIÁ TỐT - 120077267","1,91 tỷ","Khu dân cư 13C, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","28,09 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,68 m²,
CĂN 𝗦𝗔𝗗𝗢𝗥𝗔 2𝗣𝗡 LẦU CAO VIEW THOÁNG - 120077177,"7,98 tỷ","10, Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh","90,68 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,88 m²,
Bán gấp căn 2pn giá *** thị trường - 120077057,"1,8 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",30 triệu/m²,2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,60 m²,
"CẦN BÁN CHUNG CƯ ANKHANG, AN PHÚ,Q2, DT: 92m2, 2PN,2WC, GIÁ 4TY4 tl - 114816880","4,4 tỷ","Đường số 19, Phường An Phú, Quận 2, Tp Hồ Chí Minh","47,83 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,92 m²,
CHUYÊN GIỎ HÀNG CDT CĂN HỘ CAO CẤP TẠI EATON PARK Q2 THỦ ĐỨC - 120076893,"9,261 tỷ","81, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh","128,62 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,72 m²,
𝗦𝗔𝗥𝗜𝗠𝗜 𝟮𝗣𝗡 VIEW CÔNG VIÊN SALA 𝗧𝗜̀𝗠 𝗖𝗛𝗨̉ 𝗡𝗛𝗔̂𝗡 𝗠𝗢̛́𝗜 - 120076811,"9,8 tỷ","An Lợi Đông, Phường An Lợi Đông, Quận 2, Tp Hồ Chí Minh","111,36 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,88 m²,
CẦN BÁN GẤP EMERALD CELADON TÂN PHÚ - 120076712,"3,39 tỷ","Đường N2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","53,13 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,63.8 m²,
🛑Gía TỐT đã có Sổ 1PN+ 47m2 Vinhomes Q9 giá 1.87 tỷ BTP - 118530766,"1,87 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","39,79 triệu/m²",1 phòng,1 phòng,Tây Bắc,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,47 m²,
"Bán Sunrise Riveside 2pn 2wc 3.6 tỷ,3pn 4.050 tỷ - 120076590","4,05 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",45 triệu/m²,3 phòng,2 phòng,Nam,Đã bàn giao,Đông Nam,Đang chờ sổ,Chung cư,Nội thất đầy đủ,90 m²,
"Cần bán căn hộ Safira Khang Điền, 50m2 1 + 1PN - 1WC Full nội thất - 120076518","2,6 tỷ","Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",52 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,50 m²,
NHÀ MỚI BÀN GIAO CẦN BÁN GẤP 2PN 68M2 GIÁ 2.85 TỶ TẠI RIVERSIDE - 120076421,"2,85 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","41,91 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
Cần bán căn OFFICTEL view công viên - Garden Gate có hđ mua bán - 120076388,"2,25 tỷ","số 8, Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","59,21 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,38 m²,
CẦN BÁN NHANH Q7 RIVERSIDE 2PN2WC NHÀ MỚI CÓ BAN CÔNG - 120076288,"2,7 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","39,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
BÁN CĂN HỘ CHUNG CƯ - 120076270,"2,1 tỷ","654, Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","32,31 triệu/m²",2 phòng,,Đông Bắc,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,65 m²,
Bán căn hộ Vinhomes 2PN Full nội thất giá 2.3 tỷ SHR - 120076247,"2,3 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","38,98 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,59 m²,
"BÁN CĂN HỘ VIEW SÔNG 2PN 2WC Q7 RIVERSIDE NHÀ MỚI 100% - GIÁ CHỈ 2,9 T - 120076179","2,9 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","43,28 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,67 m²,
Chính Chủ Gửi Bán CH Richstar 2PN Giá 2740 Hướng mát - 119862028,"2,74 tỷ","239 – 241 – 278 , Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","42,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,,65 m²,
"Bán căn hộ 2pn -Mizuku park , đã có sổ hồng, công chứng ngay - 120076048","2,5 tỷ","Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","44,64 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,56 m²,
"BÁN GẤP CĂN 2PN 2WC Q7 RIVERSIDE NHÀ MỚI BÀN GIAO CHƯA SỬ DỤNG-2,7 TỶ - 120075993","2,7 tỷ","Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","40,30 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,67 m²,
🛑Gía TỐT đã có Sổ hồng 2PN Vinhomes Q9 giá 2.2 tỷ BTP - 119315833,"2,2 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","37,29 triệu/m²",2 phòng,1 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,59 m²,
"Bán gấp chung cư Khuông Việt, Q. Tân Phú ngay CVVH Đầm Sen. - 120075845","2,45 tỷ","341/13A, Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",49 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,Căn góc
"Sang nhượng CH The Pegasuite Q8 (2PN-2WC) Đầy đủ NT, Hỗ trợ vay 70% - 120004387","3,35 tỷ","Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","49,26 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,68 m²,
GIÁ THẬT KHÔNG ẢO CH Q2 THẢO ĐIỀN 3PN 17.5 TYT CÓ THƯƠNG LƯỢNG GIÁ - 120075642,"17,5 tỷ","Võ Trường Toản, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","156,25 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Chung cư,,112 m²,
"Chính chủ cần sang mặt bằng căn Shophouse 5* Hoàng Anh An giá 6,3 tỷ - 120075564","6,3 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","25,14 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,250.6 m²,
ECO GREEN SIÊU HIỆN ĐẠI VỚI 3PN FULL GIÁ 5.5 TỶ PHÙ HỢP MỌI ĐỐI TƯỢNG - 120075560,"5,5 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","57,89 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
CH Sunrise City 2PN 65m2 4.1 tỷ có Ban công to hướng đông - 119554391,"4,1 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","63,08 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,65 m²,Căn góc
CẬP NHẬT GIÁ TỐT ECO GREEN 1PN 2PN 3PN GIÁ TỪ 3.1 TỶ VIEW ĐA DẠNG - 120075464,"5,3 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","55,79 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
HỖ TRỢ VAY ĐẾN 70% CẦN BÁN CĂN 3PN FULL VIEW LM81 TẠI RICHMOND CITY - 120075180,"4,9 tỷ","Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","56,98 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
CHỦ CẦN BÁN 3PN 4.95 TỶ FULL NT VIEW THÀNH PHỐ TẠI RICHMOND CITY - 120075165,"4,95 tỷ","Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","57,56 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
VIEW SÔNG CỰC MÁT TẠI 3PN FULL 4.95 TỶ TẠI RICHMOND NỘI THẤT MỚI - 120075128,"4,95 tỷ","Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","57,56 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,86 m²,
"🛑Gía TỐT nhất căn 3PN 81m2 Vinhomes Q9 giá 3,25 tỷ BTP - 119679812","3,25 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","40,12 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,81 m²,
CĂN 3PN DIỆN TÍCH 81M2 Ở VINHOMES GRAND GIÁ SIÊU RỂ - 120029330,3 tỷ,"Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","37,04 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,81 m²,Căn góc
