title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
Bán đất 1/ đường vườn lài giá 6.25 tỷ diện tích 4 x 20m - 119387537,"6,25 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","78,12 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,4 m,20 m
Bán đất hẻm 423 đường vườn lài quận 12 giá 3.5 tỷ diện tích 72.4m - 119386547,"3,5 tỷ","Hẻm 425 đường vườn lài , Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","48,34 triệu/m²",Nam,Đã có sổ,Đất thổ cư,,72.4 m²,4.37 m,16.567 m
Bán đất hẻm 140/22 đường vườn lài giá 5.5 tỷ diện tích 90.5m - 119386265,"5,5 tỷ","Hẻm 140/22 Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","60,77 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90.5 m²,,
Bán đất hẻm 19 đường vườn lài giá 4.4 tỷ diện tích 4 x 21.225 - 119386358,"4,4 tỷ","Hẻm 19 đường vườn lài , Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","51,83 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,84.9 m²,4 m,21.225 m
BÁN ĐẤT👉 MĂT TIỀN XUÂN THỚI 2 DT KHỦNG  -Trần Văn Mười vào 1/ ngắn - 119682110,"5,4 tỷ","Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh","29,72 triệu/m²",,Đã có sổ,Đất thổ cư,,181.7 m²,4.5 m,44 m
Bán đất hẻm 163 đường vườn lài giá 5.420 tỷ diện tích 5 x 18m - 119386056,"5,42 tỷ","Hẻm 163 đường vườn lài , Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","60,90 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,89 m²,5 m,18 m
Bán đất mặt tiền Tỉnh Lộ 15 - 119654761,29 tỷ,"Tỉnh Lộ 15, Xã Phú Hòa Đông, Huyện Củ Chi, Tp Hồ Chí Minh","7,39 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",3922 m²,23 m,179 m
"Bán gấp 4 lô liền nhau. Dt 5,5*17m ngay UBND xã Xuân Thới Sơn - 116789295","2,75 tỷ","Đường Lê Thị Kim, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","28,95 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,95 m²,5.5 m,17 m
đất - 119462505,"3,28 tỷ","Đường Bùi Công Trừng, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","19,76 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ,Nở hậu",166 m²,6 m,26 m
Kẹt tiền bán nền góc 2 mặt tiền KDC Saigon New Land đường Trường Lưu - 117986569,"4,5 tỷ",Đường Trường Lưu,"51,43 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,87.5 m²,6.5 m,14 m
"BÁN GẤP LÔ ĐẤT TÁI ĐỊNH CƯ KHU ÊM ĐỀM  LINH XUÂN TP.THỦ ĐỨC GIÁ 4,99TỶ - 118906380","4,99 tỷ","Đường số 2, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","55,44 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",90 m²,5 m,18 m
"Bán đất quận 2 nở hậu, hẻm 2 xe hơi, gần bệnh viện trường học - 119604845","7,8 tỷ","107/9, Đường Lê Đình Quản, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","76,10 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",102.5 m²,5 m,18.34 m
"Đất Mặttiền Thạnh Lộc 41 , F. thạnh lộc, DT: 11*20=200m2 đất ở, - 119300231",9 tỷ,"Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",45 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",200 m²,11 m,20 m
Bán Lô Đất Full Thổ - Mặt Tiền Hẻm Thông Kinh Doanh Mua Bán - 119558595,"5,2 tỷ","Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","76,47 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",68 m²,3.2 m,20 m
"Đất Thỏ Cư 4,5x21M, 1911 Lê Văn Lương, Xây Dựng Tự Do - 119681777","2,65 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","27,60 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,96 m²,4.5 m,21.5 m
"NGỘP! Bán gấp lô đất 45m2 - Ngang 4,5m - Hẻm xe hơi - 119429204","3,2 tỷ","Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","66,67 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,48 m²,4.4 m,11 m
"Đất HXH cách đường Bình Phú 20m, sát Vành đai 2,p.Tam Phú - 119681549","4,2 tỷ","Đường Bình Phú, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",56 triệu/m²,,Đã có sổ,Đất thổ cư,,75 m²,4 m,19 m
Chính chủ cần bán lô đất - 118779619,"6,6 tỷ","80/5 mỹ hoà 1, trung chánh, hóc môn, Đường số 1, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","29,52 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",223.6 m²,12 m,20 m
"410m2 có 65m2 thổ cư, mặt tiền đường Nhựa kdc 584 Tân Kiên,Bình Chánh - 119681431","5,5 tỷ","Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","13,41 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,410 m²,16 m,25 m
"BÁN ĐẤT MẶT TIỀN ĐƯỜNG SỐ 7, GẦN NGUYỄN DUY TRINH, KHU CÔNG NGHỆ CAO. - 117731043","6,5 tỷ","Số 7, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","62,20 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",,5 m,20.9 m
Đất Thổ Cư 95m2 đường 13m Lê Văn Lương Phước Kiển Nhà Bè - 118555503,"6,1 tỷ","1181, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","64,21 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",95 m²,5 m,19 m
"🔴Bán miếng đất 2 MT nở hậu đường Bến Đình An Nhơn Tây Củ Chi - 33,8 tỷ - 119681360","33,8 tỷ","Đường Bến Đình, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh","8,77 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,3854.4 m²,20 m,130 m
ĐẤT THỔ 100M2 ẤP 3 XÃ TÂN KIÊN.BÌNH CHÁNH - 103995361,"2,6 tỷ","Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",26 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,6 m,16 m
"Đất thổ cư đường Thống Nhất, Quận Gò Vấp - 119524963","4,25 tỷ","Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","70,83 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,4.5 m,14 m
ĐẤT TRUNG AN KHU NGHĨ DƯỠNG SINH THÁI 5km2 - 119549408,11 tỷ,"Xã Trung An, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh","2,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Chưa có thổ cư",4400 m²,45 m,95 m
"9,000m2 đất giáo dục, có GPXD trường học, MT kênh Tham Lương P14,GV - 116138978",180 tỷ,"đường kênh Tham Lương, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất công nghiệp,,9000 m²,,
bán đất thổ cư - 119328750,"3,3 tỷ","Đường số 409, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh","18,35 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,179.8 m²,6 m,30 m
Đất thổ cư ngang 12m x 6m. hẻm 6m. cách Nguyễn văn tạo 100m - 119681101,"2,65 tỷ","Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","31,55 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,84 m²,12 m,6 m
Bán Lô Đất 4x14 hẻm 3 gác - 119681076,368 triệu,"Đường Sông Lu, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh","6,57 triệu/m²",,Sổ chung / công chứng vi bằng,Đất thổ cư,Thổ cư 1 phần,56 m²,4 m,14 m
Bán nhà cấp4 4.5x15m=67.5m2 Sổ hồng sang tên ngay - 119529109,750 triệu,"Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh","11,11 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",67.5 m²,4.5 m,15 m
mặt tiền hà huy giáp quận 12 - 112156368,"8,3 tỷ","800, Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","66,40 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,,,4 m,32 m
cần bán lô đất đẹp - 119397857,"2,1 tỷ","8, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","32,81 triệu/m²",Đông Nam,Đã có sổ,Đất nền dự án,Hẻm xe hơi,,4 m,15.75 m
Bán lô đất thổ cư 1/ Hồ Văn Tư - xe ô tô ra vào thoải mái - 228m2 - 119680913,"12,5 tỷ","Đường Hồ Văn Tư, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","54,82 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",228 m²,7.26 m,31 m
"Đất thổ cư 132,4m2, đường Đỗ Quang Cơ, Thị Trấn Củ Chi. - 119277759","2,8 tỷ","Đường Đỗ Quang Cơ, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","21,15 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Nở hậu,Thổ cư toàn bộ,Mặt tiền",132.4 m²,4.49 m,27.44 m
Bán gấp mảnh đất mặt tiền TT Tân Túc - 119652695,670 triệu,"Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","7,70 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,87 m²,4.5 m,19 m
Chính chủ đang kẹt tiền cần đẩy nhanh nhà ở BÌNH CHÁNH ( giá 1ty150) - 119525773,"1,15 tỷ","Đường Đoàn Nguyễn Tuấn, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","12,78 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,,90 m²,4.5 m,20 m
Đất 51m2 Xẹc đường 8 Long Phước. Quận 9. Cách chợ 100m - 119038103,"1,98 tỷ","Đường 8, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","38,82 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,51 m²,4 m,13 m
BÁN LÔ ĐẤT MẶT TIỀN KINH DOANH P. HBC TP THỦ ĐỨC - 102804719,"9,5 tỷ","Đường số 12, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",95 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,,
"Thanh lý nền 63m2, Đường trãi nhựa, An Lạc, Bình Tân, sổ sẵn - 115219529","4,1 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,08 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",63 m²,5 m,12.6 m
"Bán lô đất SHR full thổ cư dt 7,7 x20 gần chợ Đông Thạnh đường xe tải - 115884073","4,28 tỷ","Chợ Đông thạnh, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","32,67 triệu/m²",,Đã có sổ,Đất thổ cư,,131 m²,7.7 m,20 m
"Bán đất đường D5 nối dài, phường 25, quận Bình Thạnh, tp Hồ Chí Minh - 118863787","10,6 tỷ","Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",100 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",106 m²,4.1 m,26 m
ĐẤT 62M/CN 50M -  ĐS 8 LINH XUÂN - SỔ VUÔNG - 2.55 TỶ TL - 118105745,"2,55 tỷ","số 8, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh","41,13 triệu/m²",,Đã có sổ,Đất thổ cư,,62 m²,4 m,15.5 m
ĐẤT 5x12...ĐƯỜNG 7m NHỰA - 119416785,"2,95 tỷ","Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","51,30 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,57.5 m²,5 m,12 m
"ĐẤT THỔ CƯ ĐƯỜNG XE TẢI P. HIỆP BÌNH PHƯỚC, XÂY ĐƯỢC 5 TẦNG, SỔ RIÊNG - 119070649","4,7 tỷ","Đường số 10, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","54,65 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,,86 m²,4.01 m,21.6 m
"ĐẤT MT ĐS 24, Lê Văn Quới Vào 100m - 119680434","3,7 tỷ","Đường số 24, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",74 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,50 m²,4 m,12.5 m
BÁN ĐẤT MẶT TIỀN THẾ LỮ BÌNH CHÁNH 1250M2 CÓ THỂ PHÂN NHIỀU LÔ - 119555926,22 tỷ,"Đường Thế Lữ, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh","17,60 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",1250 m²,,
kẹt tiền bán gấp thanh xuân 33 quân 12 4x21.9 - 115978635,300 triệu,"00, Đường Thạnh Xuân 33, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","3,41 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,"Mặt tiền,Chưa có thổ cư",88 m²,4 m,21 m
kẹt tiền bán gấp thanh xuân 33 quân 12 4x21.9 - 115978635,300 triệu,"00, Đường Thạnh Xuân 33, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","3,41 triệu/m²",,Sổ chung / công chứng vi bằng,Đất nông nghiệp,"Mặt tiền,Chưa có thổ cư",88 m²,4 m,21 m
"450Tr Giảm sâu bán gấp 138m2 đất thổ, sổ sẵn, HXH xã Phước Hiệp,Củ Chi - 119680329",450 triệu,"QL22, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","3,26 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ,Nở hậu",138 m²,8 m,17 m
BÁN MIẾNG ĐẤT THỔ CƯ XÃ TÂN KIÊN BÌNH CHÁNH - 119680312,"3,2 tỷ","Đường Huỳnh Bá Chánh, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","32,99 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",97 m²,6 m,16 m
đất - 119507791,42 tỷ,"Đường Nhị Bình 19, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh",15 triệu/m²,Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư 1 phần",2800 m²,70 m,42 m
Đất mặt tiền đường 1A vĩnh lộc ( Cách chợ vĩnh lộc B khoảng 500m ) - 117509395,"6,4 tỷ","Đường 1A, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất nông nghiệp,"Mặt tiền,Chưa có thổ cư",320 m²,10 m,32 m
"Lô Đất  Tân Phú Trung, 165m2 thổ cư, đối diện KCN Tân Phú Trung 2.2 tỷ - 115861222","2,2 tỷ","Hẻm 64 Đường Giồng Cát, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","13,33 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",165 m²,5 m,30 m
"NỀN TÁI ĐỊNH CƯ THANH NHỰT, CẠNH GS METRO CITY, 6.5 TỶ - 116700282","6,5 tỷ",Đường Nguyễn Bình,"60,19 triệu/m²",,Đã có sổ,Đất nền dự án,"Mặt tiền,Thổ cư toàn bộ",108 m²,,
"CHÍNH CHỦ CẮT LỖ 800TR LÔ GÓC 69M2, LIỀN KỀ MITSUBISHI, THƯƠNG LƯỢNG - 115190489","4,97 tỷ",Đường Hồ Học Lãm,"72,03 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ",69 m²,,
Bán Đất 205m2 Full Thổ 790TR SHR Đường 409 Phước Vĩnh An Khu Dân Cư HH - 119602597,790 triệu,"Đường số 409, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh","3,85 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,205 m²,6 m,34 m
"Bán 2,110m2 có 300m2 thổ, MT Biển 30/4, Long Hòa, Cần giờ - 116813300",68 tỷ,"đường Mặt tiền biển, Xã Long Hòa, Huyện Cần Giờ, Tp Hồ Chí Minh","32,23 triệu/m²",,Đã có sổ,Đất thổ cư,,2110 m²,,
"Đất thổ cư Mặt tiền đường số 10-20m, Gần Lâm Văn Bền, Quận 7 - 117992617","27,2 tỷ","đường số Gần Lâm Văn Bền, Quận 7, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",136 triệu/m²,,Đã có sổ,Đất thổ cư,,200 m²,,
chính chủ bán gấp đất 1sec đường công nghệ mới 1A vĩnh lộc B 810triệu - 119680011,810 triệu,"công nghệ mới, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","10,80 triệu/m²",,Đang chờ sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần",75 m²,5 m,15 m
"Bán đất xã Phước Thạnh, huyện Củ Chi, thành phố Hồ Chí Minh - 118931138","2,6 tỷ","Đường Tỉnh lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","4,33 triệu/m²",,Đã có sổ,Đất công nghiệp,Mặt tiền,600 m²,10 m,60 m
Chính chủ bán đất gần ubnd xã An Thới Đông - 118820013,"3,7 tỷ","Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",998.650 đ/m²,,Đã có sổ,Đất nông nghiệp,Mặt tiền,3705 m²,,
"Lô đất đẹp 4,5m x 15m. Góc 2 Mặt tiền Đường Liên Khu 2.5 - 119273341","4,59 tỷ","Liên Khu 2.5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","74,03 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",62 m²,4.5 m,15 m
Mặt tiền nhựa thông tứ hướng 5*26 - trung tâm Tân Phú Trung Giá 690tr - 119679871,690 triệu,"Tân phú Trung, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh","5,23 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",132 m²,5 m,26 m
"Bán Đất Khu Bên Sông - Phạm Văn Đồng, DT120m2 (8x15), Đường 10m Thông - 118280306",12 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",120 m²,8 m,15 m
"Bán Đất 2 MT - DT90m2 (6,7x13) Đường 7m, KDC Lộc Vừng - Giáp Vạn Phúc - 118280599",9 tỷ,"Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",90 m²,6.7 m,13 m
BÁN GẤP 605M2 ĐẤT TẠI CỦ CHI CÓ THỔ CƯ- CHÍNH CHỦ BÁN - 119527930,"2,2 tỷ","Đường Tỉnh lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh","3,64 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",605 m²,15 m,41 m
BÁN GẤP 605M2 ĐẤT TẠI CỦ CHI CÓ THỔ CƯ- CHÍNH CHỦ BÁN - 119527930,"2,2 tỷ","Đường Tỉnh lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, Tp Hồ Chí Minh","3,64 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư 1 phần",605 m²,15 m,41 m
CHỦ NHÀ CẦN BÁN MIEN ĐẤT NGUYỄN BỈNH.NHA BÈ - 119679757,"2,6 tỷ","Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","36,11 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Nở hậu,72 m²,6 m,12 m
"Ngộp ngân hàng cần bán gấp lô đất 94m tại Suối Lội, SHR, giá 1 Tỷ tròn - 119679683",1 tỷ,"Đường Suối Lội, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","10,64 triệu/m²",,Đã có sổ,Đất thổ cư,,94 m²,,
"Cần bán lô đất trong KDC Bình Hưng ,gần BXe Q8 Sổ Hồng Riêng CC Ngay - 117884327","1,499 tỷ","Đường Đường số 19, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","14,99 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",100 m²,5 m,20 m
Bán Đất Bình Chanh- 48m²- Giá 400Triệu- Sổng Hồng Riêng Bao Sang Tên - 119413388,400 triệu,"Đường Thanh Niên, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","8,33 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,48 m²,4 m,12 m
Bán nền thổ cư 1/ đường chợ Lớn 4x26 hướng tây - 119679536,"8,5 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh","65,38 triệu/m²",Tây,Đã có sổ,Đất thổ cư,,130 m²,4 m,26 m
Đất Ngay Ngã Tư Ga – Phía Gò Vấp - 119679522,"4,14 tỷ","TL03, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","71,75 triệu/m²",,Đã có sổ,Đất thổ cư,,57.7 m²,4 m,14.5 m
Đất Đẹp Nguyễn Văn Nì KP7 200m2 Full Thổ SHR 686 Triệu - 119389016,686 triệu,"Đường Nguyễn Văn Nì, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","3,43 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,200 m²,10 m,20 m
"NH liên kết CĐT thanh lý 15 nền nhà phố, cách Q1 chỉ 15p, sổ riêng. - 116492336","2,925 tỷ",Đường Võ Văn Kiệt,65 triệu/m²,Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",45 m²,4 m,11.3 m
CẦN BÁN GẤP LÔ ĐẤT TÂN THÔNG HỘI CỦ CHI GIÁ SIÊU MỀM NGANG 5 DÀI 30 - 119679191,660 triệu,"Đường số 18, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","4,37 triệu/m²",,Đã có sổ,Đất thổ cư,,151 m²,5 m,30 m
"Bán đất 5x24m Giá 1tỷ250 MT đường Suối Lội xã Tân Thông Hội, Củ Chi - 119679145","1,25 tỷ","Đường Suối Lội, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","10,42 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,120 m²,5 m,24 m
"150m2 đất MT đường nhựa, Thái Mỹ, Củ Chi, sổ riêng 830 triệu - 119679138",830 triệu,"683, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","5,53 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,150 m²,5 m,30 m
"Bán đất  5,30×22m mặt hẻm 413 lê văn qươi. - 119679134",9 tỷ,"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh","79,65 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,113 m²,5.3 m,22 m
"ĐÂT THỔ CƯ CÁCH QL13 100M, NGAY CHỢ ĐẦU MỐI THỦ ĐỨC, MĐXD 97% 5 TẦNG - 118745511","4,8 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","53,33 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",90 m²,4 m,22 m
NGANG 6.5m! ĐẶNG THÙY TRÂM-  ĐỐI VIỆN CÔNG VIÊN (6.5X17) - CHỈ 11.5TỶ - 119679105,"11,5 tỷ","Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",115 triệu/m²,,Đã có sổ,Đất thổ cư,,100 m²,6.5 m,17 m
"BÁN ĐẤT KDC TÂN PHÚ TRUNG, TẶNG TIỀN MẶT!!!! - 119651718",2 tỷ,"Cây Da, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất nền dự án,"Mặt tiền,Nở hậu,Hẻm xe hơi,Thổ cư toàn bộ",100 m²,5 m,20 m
