price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"2,15 tỷ","đông khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai","18,38 triệu/m²",4 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,6.2 m,,,
3 tỷ,"867 nguyễn bình, ấp 2, nhơn đức, nhà bè.",40 triệu/m²,2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.8 m,19.5 m,75 m²,
"5,98 tỷ","Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội","192,90 triệu/m²",3 phòng,2 phòng,Nam,3,Đã có sổ,"Nhà ngõ, hẻm",,5.3 m,,,
34 tỷ,"Hoang Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",400 triệu/m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,9,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"14,90 tỷ","Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",149 triệu/m²,10 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,25 m,400 m²,
"4,73 tỷ","Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","94,41 triệu/m²",4 phòng,5 phòng,Đông Nam,3,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"13,60 tỷ","nguyễn thượng hiền, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",200 triệu/m²,nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,16 m,,68 m²
"3,65 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","110,61 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,8.5 m,,
"13,60 tỷ","nguyễn thượng hiền, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",200 triệu/m²,nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,16 m,,68 m²
"3,65 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","110,61 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,8.5 m,,
"6,49 tỷ","Ba Tháng Hai, Phường 2, Quận 11, Tp Hồ Chí Minh","132,45 triệu/m²",3 phòng,1 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4.5 m,11 m,,
"5,90 tỷ","Đường Phạm Thế Hiển, Phường 1, Quận 8, Tp Hồ Chí Minh",118 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.6 m,14 m,,50 m²
"27,50 tỷ","Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","450,82 triệu/m²",6 phòng,,,6,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,16 m,,
"6,20 tỷ","Ba Tháng Hai, Phường 2, Quận 11, Tp Hồ Chí Minh",155 triệu/m²,3 phòng,,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,10 m,,
"8,50 tỷ","Đường Duy Tân, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh","111,84 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"2,48 tỷ","THẠNH LỘC 13, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","82,67 triệu/m²",4 phòng,3 phòng,Đông Bắc,3,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"2,30 tỷ","Đường Nguyễn Văn Linh, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","57,50 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,8 m,5 m,60 m²,40 m²
"3,35 tỷ","Đường Đông Hồ, Phường 4, Quận 8, Tp Hồ Chí Minh",134 triệu/m²,2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,3 m,9 m,,
"22,90 tỷ","Đường Lam Sơn, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","176,15 triệu/m²",3 phòng,4 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,25 m,,
"6,15 tỷ","958/36 Lò Gốm P8 Q6, Đường Lò Gốm, Phường 8, Quận 6, Tp Hồ Chí Minh","61,75 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",,4.64 m,18.63 m,,
5 tỷ,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","96,15 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,13 m,,52 m²
"14,20 tỷ","Đường C18, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","177,50 triệu/m²",4 phòng,5 phòng,,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,20 m,,
600 triệu,"bờ nhà thờ, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","7,50 triệu/m²",2 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,16 m,,
"5,43 tỷ","Số 1 , Ngõ 276, Đường Tây Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",38 triệu/m²,4 phòng,1 phòng,,,Đang chờ sổ,"Nhà ngõ, hẻm",,5 m,25 m,143 m²,
"4,60 tỷ","95/20/40, Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","93,88 triệu/m²",4 phòng,3 phòng,Đông,3,Đang chờ sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"1,43 tỷ",Cập nhật 3 ngày trước,"4,33 triệu/m²",2 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,,,330 m²,
"3,90 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","51,66 triệu/m²",3 phòng,,,,Đang chờ sổ,"Nhà ngõ, hẻm",,4.3 m,17.5 m,,75.5 m²
"3,80 tỷ","47 Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,41 triệu/m²",4 phòng,4 phòng,Đông,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
"4,60 tỷ","95/20/40, Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","93,88 triệu/m²",4 phòng,3 phòng,Đông,3,Đang chờ sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"1,43 tỷ",Cập nhật 3 ngày trước,"4,33 triệu/m²",2 phòng,1 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Bàn giao thô,,,330 m²,
"3,90 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","51,66 triệu/m²",3 phòng,,,,Đang chờ sổ,"Nhà ngõ, hẻm",,4.3 m,17.5 m,,75.5 m²
"3,80 tỷ","47 Trường Lưu, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","64,41 triệu/m²",4 phòng,4 phòng,Đông,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,,
"4,70 tỷ","Đường Miếu Bình Đông, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",94 triệu/m²,3 phòng,3 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,13 m,,50 m²
"15,50 tỷ","Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh","242,19 triệu/m²",6 phòng,4 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,16 m,,
"3,80 tỷ",Cập nhật 3 ngày trước,76 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,50 m²
"6,60 tỷ",Cập nhật 3 ngày trước,220 triệu/m²,5 phòng,,,,Đã có sổ,Nhà phố liền kề,,,,,30 m²
"4,80 tỷ",Cập nhật 3 ngày trước,75 triệu/m²,4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,64 m²
"7,25 tỷ","Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",145 triệu/m²,4 phòng,3 phòng,Tây Nam,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"1,78 tỷ",Cập nhật 3 ngày trước,"24,72 triệu/m²",3 phòng,1 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,72 m²
750 triệu,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","15,63 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12 m,48 m²,
6 tỷ,"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","83,33 triệu/m²",2 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"5,30 tỷ","Đường Tân Thới Nhất 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","73,61 triệu/m²",4 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"5,50 tỷ","Đường Nguyễn Trung Trực, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng","59,14 triệu/m²",3 phòng,,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,93 m²
"7,90 tỷ",Cập nhật 3 ngày trước,"87,78 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,90 m²
"4,20 tỷ",Cập nhật 3 ngày trước,"127,27 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,33 m²
"3,25 tỷ","Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","72,22 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.5 m,,,
"5,50 tỷ",Cập nhật 3 ngày trước,"137,50 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,40 m²
"2,50 tỷ","Đường Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh","36,76 triệu/m²",3 phòng,2 phòng,,2,Đang chờ sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.5 m,,,
"1,79 tỷ","Đường Gò Hưu, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An","23,87 triệu/m²",3 phòng,,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,15 m,,
"6,50 tỷ","Đường Nguyễn Khoái, Phường 2, Quận 4, Tp Hồ Chí Minh","118,18 triệu/m²",2 phòng,2 phòng,Tây Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"7,30 tỷ","Đuong 12 , Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","85,88 triệu/m²",3 phòng,2 phòng,Tây Nam,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"6,70 tỷ","Đông Hưng Thuận 5, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","58,77 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,27 m,224 m²,
"4,49 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","99,78 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.1 m,15 m,,45 m²
3 tỷ,"19/38, Trần xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng","46,15 triệu/m²",1 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",,5.35 m,,,
"7,80 tỷ","HT13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","79,59 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,6.5 m,,,
"1,20 tỷ","Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",12 triệu/m²,3 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,20 m,,
"3,20 tỷ","Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","54,61 triệu/m²",1 phòng,1 phòng,Tây Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"21,50 tỷ","Lê Văn Việt, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","268,75 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,4.5 m,18 m,,
"8,30 tỷ",Cập nhật 3 ngày trước,"97,65 triệu/m²",3 phòng,4 phòng,,,Đã có sổ,Nhà phố liền kề,,,,,85 m²
490 triệu,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","30,63 triệu/m²",1 phòng,1 phòng,Đông,1,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
10 tỷ,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","92,59 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,18 m,,108 m²
38 tỷ,Cập nhật 2 giờ trước,"63,33 triệu/m²",3 phòng,,,3,Đã có sổ,Nhà biệt thự,,,,600 m²,600 m²
"11,50 tỷ","Hẻm 482 Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","143,75 triệu/m²",5 phòng,6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5.5 m,,,
"8,50 tỷ","Đường Đông Hưng Thuận 21, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","60,71 triệu/m²",3 phòng,4 phòng,Tây Bắc,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"6,90 tỷ","173/, Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","101,47 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"4,90 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, Tp Hồ Chí Minh","122,50 triệu/m²",5 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.5 m,,,
"13,50 tỷ","Đường Trần Bạch Đằng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","112,50 triệu/m²",4 phòng,4 phòng,Tây Nam,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,30 m,,
690 triệu,"Đường Võ Văn Kiệt, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","8,63 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,20 m,,
690 triệu,"Đường Võ Văn Kiệt, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","8,63 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,20 m,,
"8,50 tỷ","Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","147,57 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.6 m,16 m,,57.6 m²
"7,30 tỷ","Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",146 triệu/m²,3 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,5 m,10 m,,
850 triệu,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","8,50 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"1,60 tỷ","Đường Bờ Chùa, Xã Phước Hậu, Huyện Cần Giuộc, Long An","25,40 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,14 m,126 m²,
"6,95 tỷ","53B, Đường Nam Hòa, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","78,09 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.3 m,20 m,89 m²,
"1,69 tỷ","Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","120,71 triệu/m²",1 phòng,1 phòng,Đông Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"6,39 tỷ","Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh","122,88 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"6,80 tỷ","Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",136 triệu/m²,4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,15 m,,
"3,30 tỷ","Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","41,25 triệu/m²",2 phòng,2 phòng,Đông Nam,1,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
860 triệu,"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh","10,75 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
2 tỷ,"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai","21,05 triệu/m²",4 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,5 m,,,
"10,50 tỷ","71/43, Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","177,67 triệu/m²",4 phòng,4 phòng,Tây Bắc,2,Đã có sổ,"Nhà ngõ, hẻm",,3.3 m,,,
"1,85 tỷ","Đường Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai","18,50 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,5 m,,,
"12,50 tỷ","Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","142,05 triệu/m²",4 phòng,6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"4,30 tỷ","Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","76,79 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,
"2,63 tỷ",Cập nhật 1 ngày trước,"73,06 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,36 m²
"5,75 tỷ","Đường Phan Đình Phùng, Phường 17, Quận Phú Nhuận, Tp Hồ Chí Minh","119,79 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,8 m,6 m,,48 m²
"5,88 tỷ","Đường Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh","113,08 triệu/m²",3 phòng,4 phòng,Đông,2,Đã có sổ,"Nhà ngõ, hẻm",,,,,
6 tỷ,"198, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","85,71 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,14 m,,70 m²
6 tỷ,"198, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","85,71 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,14 m,,70 m²
"13,90 tỷ","Đường Âu Cơ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","118,80 triệu/m²",nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,23 m,,117 m²
"8,50 tỷ","Đường 29 Tháng 3, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",85 triệu/m²,4 phòng,,Đông Nam,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,5 m,,,
"8,18 tỷ","Phố Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","129,84 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
3 tỷ,"Đường Số 10, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,2 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,,60 m²,60 m²
"7,95 tỷ","Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh","113,57 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,14 m,,70 m²
2 tỷ,Cập nhật 3 ngày trước,"57,14 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,,35 m²
"9,50 tỷ",Cập nhật 3 ngày trước,"237,50 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,40 m²,40 m²
"3,29 tỷ","Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","76,51 triệu/m²",2 phòng,3 phòng,Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"3,90 tỷ",Cập nhật 3 ngày trước,"118,18 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,33 m²
"7,50 tỷ","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","93,75 triệu/m²",4 phòng,,Đông Nam,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,18 m,320 m²,
"7,30 tỷ","Đường 266 Bùi Minh Trực, Phường 6, Quận 8, Tp Hồ Chí Minh","135,94 triệu/m²",4 phòng,3 phòng,Đông Bắc,3,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"1,95 tỷ",Cập nhật 2 ngày trước,"21,67 triệu/m²",4 phòng,,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,160 m²,
"17,50 tỷ","Đường Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","162,04 triệu/m²",6 phòng,6 phòng,Đông Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"5,50 tỷ",Cập nhật 3 ngày trước,"183,33 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,30 m²
"4,29 tỷ",Cập nhật 3 giờ trước,"89,38 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,48 m²
"6,50 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","158,54 triệu/m²",4 phòng,3 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,3.8 m,11 m,,
"22,80 tỷ","Phố Núi Trúc, Phường Kim Mã, Quận Ba Đình, Hà Nội",285 triệu/m²,6 phòng,,,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,6 m,14 m,400 m²,
"6,50 tỷ","Đường Số 10, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","81,45 triệu/m²",4 phòng,4 phòng,Tây Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"9,80 tỷ",Cập nhật 3 ngày trước,196 triệu/m²,3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,50 m²,
"6,50 tỷ","Đường Số 10, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","81,45 triệu/m²",4 phòng,4 phòng,Tây Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"9,80 tỷ",Cập nhật 3 ngày trước,196 triệu/m²,3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,50 m²,
19 tỷ,Cập nhật 3 ngày trước,"206,52 triệu/m²",4 phòng,,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,333.7 m²,
"11,90 tỷ","Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","290,24 triệu/m²",4 phòng,5 phòng,Đông Nam,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
11 tỷ,"Đường Số 25A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","137,50 triệu/m²",4 phòng,5 phòng,Đông Nam,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"6,80 tỷ","189/28A, 26/3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","121,43 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,
"3,60 tỷ",Hẻm 1225  Phạm Thế Hiển,"102,86 triệu/m²",2 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"7,10 tỷ",Cập nhật 3 ngày trước,"83,53 triệu/m²",3 phòng,,,,,"Nhà ngõ, hẻm",,,,,85 m²
"3,90 tỷ","Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","88,64 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,11 m,,
"2,98 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","46,56 triệu/m²",2 phòng,,,,,"Nhà mặt phố, mặt tiền",,4 m,16 m,90 m²,64 m²
"1,90 tỷ","ngõ 1, Đê Đáy, Xã Cao Viên, Huyện Thanh Oai, Hà Nội","63,33 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,Nhà phố liền kề,Hoàn thiện cơ bản,3.29 m,,,
"5,30 tỷ","Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","81,54 triệu/m²",4 phòng,3 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,,,
