price,commercial_type,furnishing_sell,size,ward,district
200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường 25,Quận Bình Thạnh
3700000000.0,Shophouse,Nội thất đầy đủ,65.0,Phường Tân Thới Nhất,Quận 12
6500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,148.2,Phường Tân Thới Nhất,Quận 12
5700000000.0,Shophouse,Hoàn thiện cơ bản,45.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
6500000000.0,Văn phòng,Hoàn thiện cơ bản,185.0,Xã Đông Thạnh,Huyện Hóc Môn
5000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,12.0,Phường Tân Chánh Hiệp,Quận 12
28000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,540.0,Phường An Lạc,Quận Bình Tân
7500000000.0,Shophouse,Hoàn thiện cơ bản,106.0,Phường 10,Quận Tân Bình
5900000000.0,Shophouse,Hoàn thiện cơ bản,70.0,Phường 14,Quận Tân Bình
26900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
12900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Tân Quý,Quận Tân Phú
6200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,160.0,Xã Vĩnh Lộc B,Huyện Bình Chánh
11000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,450.0,Xã Vĩnh Lộc B,Huyện Bình Chánh
3900000000.0,Shophouse,Hoàn thiện cơ bản,64.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
15000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,110.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
23800000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,48.0,Phường Bến Nghé,Quận 1
9880000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,92.0,Phường Bình Hưng Hoà B,Quận Bình Tân
29500000000.0,Văn phòng,Nội thất cao cấp,162.0,Phường 17,Quận Bình Thạnh
34500000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,86.0,Phường Cầu Kho,Quận 1
4000000000.0,Shophouse,Hoàn thiện cơ bản,58.0,Phường 9,Quận Phú Nhuận
25000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,168.0,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức
3680000000.0,Shophouse,Hoàn thiện cơ bản,68.0,Phường Bình Hưng Hoà B,Quận Bình Tân
5580000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,40.0,Phường Phú Thọ Hòa,Quận Tân Phú
3100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,21.6,Phường 11,Quận Tân Bình
7000000000.0,Shophouse,Hoàn thiện cơ bản,40.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
1150000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,24.0,Phường 4,Quận 10
21000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,140.0,Xã Phước Lộc,Huyện Nhà Bè
5800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,76.0,Phường An Lạc,Quận Bình Tân
6450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,45.0,Phường 7,Quận Gò Vấp
4750000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,53.0,Phường 7,Quận Gò Vấp
200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,50.0,Phường 7,Quận Phú Nhuận
12500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,96.0,Phường Bình Hưng Hòa,Quận Bình Tân
8500000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,35.0,Phường 4,Quận 8
12900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,113.0,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
10400000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,400.0,Phường An Phú Đông,Quận 12
8100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,169.0,Xã Thới Tam Thôn,Huyện Hóc Môn
5750000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,56.0,Phường Hiệp Thành,Quận 12
7900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,73.5,Phường Tân Thới Nhất,Quận 12
6100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75.0,Phường Trung Mỹ Tây,Quận 12
5500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,67.0,Phường Tân Hưng Thuận,Quận 12
5500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75.0,Phường Tân Chánh Hiệp,Quận 12
8600000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,90.0,Phường Trường Thạnh (Quận 9 cũ),Thành phố Thủ Đức
4250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
3500000000.0,Shophouse,Nội thất đầy đủ,53.0,Phường 11,Quận Bình Thạnh
5250000000.0,Shophouse,Hoàn thiện cơ bản,55.5,Phường 25,Quận Bình Thạnh
70000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,25.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
50000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,48.0,Phường Phú Trung,Quận Tân Phú
440000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,240.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
20000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,100.0,Phường 2,Quận Tân Bình
350000000.0,Văn phòng,Nội thất đầy đủ,288.0,Phường Tân Định,Quận 1
50000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường An Lạc,Quận Bình Tân
9500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,170.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
105000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,36.0,Phường Tân Sơn Nhì,Quận Tân Phú
1000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,300.0,Phường Phú Thuận,Quận 7
28000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,480.0,Phường Hiệp Thành,Quận 12
380000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường 13,Quận Tân Bình
20000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường 15,Quận Tân Bình
350000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,102.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
17000000000.0,Mặt bằng kinh doanh,Bàn giao thô,400.0,Xã Đông Thạnh,Huyện Hóc Môn
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức
200000000.0,Shophouse,Nội thất đầy đủ,120.0,Phường 26,Quận Bình Thạnh
13900000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,100.0,Phường Bình Hưng Hòa,Quận Bình Tân
6800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,37.0,Phường 3,Quận Gò Vấp
6000000.0,Shophouse,Hoàn thiện cơ bản,100.0,Phường 13,Quận Tân Bình
700000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,100.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
60000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,40.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
240000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,378.0,Phường Tân Tạo,Quận Bình Tân
4700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,78.0,Phường Hiệp Thành,Quận 12
17000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Phường Tân Phong,Quận 7
8199999999.999999,Mặt bằng kinh doanh,Hoàn thiện cơ bản,186.0,Phường Thạnh Lộc,Quận 12
1200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường 25,Quận Bình Thạnh
75000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
36500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,221.2,Phường 2,Quận 8
17000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,460.0,Xã Đông Thạnh,Huyện Hóc Môn
1300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường 1,Quận Bình Thạnh
25000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,2.0,Phường 25,Quận Bình Thạnh
7800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường Tân Quý,Quận Tân Phú
130000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,130.0,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức
20000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,12.0,Phường Tân Thuận Đông,Quận 7
330000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,50.0,Phường 12,Quận Tân Bình
5500000000.0,Shophouse,Hoàn thiện cơ bản,166.0,Phường Hòa Thạnh,Quận Tân Phú
15000000.0,Shophouse,Bàn giao thô,25.0,Phường Bình Hưng Hoà A,Quận Bình Tân
850000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,400.0,Phường Thới An,Quận 12
18000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,63.0,Phường 15,Quận 10
25000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường Đông Hưng Thuận,Quận 12
19500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,155.2,Phường Hiệp Tân,Quận Tân Phú
160000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,70.0,Phường 16,Quận Gò Vấp
18250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,210.0,Xã Tân Xuân,Huyện Hóc Môn
60000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,60.0,Xã Vĩnh Lộc A,Huyện Bình Chánh
13500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,42.2,Phường Cầu Kho,Quận 1
18000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,210.0,Xã Tân Xuân,Huyện Hóc Môn
100000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,56.0,Phường Bình Hưng Hòa,Quận Bình Tân
55000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,105.0,Phường Võ Thị Sáu,Quận 3
45000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,500.0,Phường Tân Tạo,Quận Bình Tân
450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,140.0,Phường Thạnh Lộc,Quận 12
7300000.0,Mặt bằng kinh doanh,Nội thất cao cấp,150.0,Phường Tân Phong,Quận 7
260000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,300.0,Phường Hiệp Thành,Quận 12
35000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,108.0,Phường Bình Trị Đông B,Quận Bình Tân
115000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Bình Trưng Đông (Quận 2 cũ),Thành phố Thủ Đức
3500000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,10.2,Phường 9,Quận 5
250000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,200.0,Phường 17,Quận Phú Nhuận
450000000.0,Shophouse,Nội thất cao cấp,32.0,Phường Tân Phong,Quận 7
45000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,150.0,Phường Tân Tạo,Quận Bình Tân
8000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
7000000000.0,Shophouse,Hoàn thiện cơ bản,156.0,Phường 7,Quận 8
129000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Tân Quý,Quận Tân Phú
150000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,40.0,Phường 5,Quận Tân Bình
200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,127.0,Phường 26,Quận Bình Thạnh
60000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường 27,Quận Bình Thạnh
35000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,70.0,Phường Nguyễn Thái Bình,Quận 1
8000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,35.0,Phường 9,Quận 10
450000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường 11,Quận Gò Vấp
7000000000.0,Shophouse,Bàn giao thô,50.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
28000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường 7,Quận Gò Vấp
5900000000.0,Shophouse,Hoàn thiện cơ bản,70.0,Phường 14,Quận Tân Bình
750000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,500.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
12100000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,55.0,Phường Đông Hưng Thuận,Quận 12
13800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,104.0,Phường Đông Hưng Thuận,Quận 12
26000000000.0,Văn phòng,Hoàn thiện cơ bản,133.0,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức
90000000.0,Văn phòng,Hoàn thiện cơ bản,36.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
20000000.0,Văn phòng,Hoàn thiện cơ bản,14.64,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
10000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường 14,Quận 10
32000000000.0,Shophouse,Hoàn thiện cơ bản,181.9,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
4200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,32.0,Phường 7,Quận 8
34000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,133.0,Phường 2,Quận Tân Bình
110000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
130000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,90.0,Phường 13,Quận 6
16000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,57.5,Phường 2,Quận Tân Bình
550000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,327.0,Phường Bình Hưng Hoà B,Quận Bình Tân
22000000.0,Văn phòng,Nội thất cao cấp,100.0,Phường Tân Quy,Quận 7
8800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,54.0,Phường Tây Thạnh,Quận Tân Phú
17000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,40.0,Phường Tân Tạo,Quận Bình Tân
80000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Phú Thuận,Quận 7
160000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,30.0,Phường 26,Quận Bình Thạnh
230000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường Bến Nghé,Quận 1
19500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,69.0,Phường 2,Quận Phú Nhuận
9800000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,100.0,Phường Bình Hưng Hòa,Quận Bình Tân
60000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,109.0,Xã Tân Thông Hội,Huyện Củ Chi
550000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,450.0,Phường Bình Hưng Hoà B,Quận Bình Tân
19000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,400.0,Phường Tân Thới Nhất,Quận 12
2500000000.0,Officetel,Hoàn thiện cơ bản,78.0,Phường Phú Thuận,Quận 7
16000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,57.3,Phường 10,Quận Gò Vấp
120000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,35.0,Phường Bến Nghé,Quận 1
100000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,20.0,Phường Võ Thị Sáu,Quận 3
82000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75.0,Phường Tân Quý,Quận Tân Phú
390000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Sơn Kỳ,Quận Tân Phú
5900000000.0,Mặt bằng kinh doanh,Bàn giao thô,67.0,Phường Tân Thới Nhất,Quận 12
80000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,30.0,Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức
2000000.0,Mặt bằng kinh doanh,Bàn giao thô,20.0,Phường Phú Thọ Hòa,Quận Tân Phú
15500000000.0,Mặt bằng kinh doanh,Bàn giao thô,225.0,Phường Đông Hưng Thuận,Quận 12
150000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,17.5,Phường Bình Trưng Đông (Quận 2 cũ),Thành phố Thủ Đức
14500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,156.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
600000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,130.0,Phường 10,Quận 6
35000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,360.0,Phường 9,Quận 10
3900000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,150.0,Phường 9,Quận 4
310000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Bình Trị Đông B,Quận Bình Tân
7900000000.0,Shophouse,Hoàn thiện cơ bản,120.0,Phường Thạnh Xuân,Quận 12
14000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Bình Hưng Hoà A,Quận Bình Tân
280000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,45.0,Phường Võ Thị Sáu,Quận 3
11000000000.0,Mặt bằng kinh doanh,Bàn giao thô,193.0,Phường Trung Mỹ Tây,Quận 12
50000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,10.0,Phường 15,Quận Tân Bình
18500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,155.0,Phường 9,Quận Gò Vấp
70000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,60.0,Phường Tân Quý,Quận Tân Phú
3800000.0,Mặt bằng kinh doanh,Nội thất cao cấp,90.0,Phường Tân Quý,Quận Tân Phú
600000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,300.0,Phường 3,Quận Gò Vấp
160000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường 7,Quận Gò Vấp
40000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường 12,Quận Tân Bình
45000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,30.0,Phường 15,Quận 10
7000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,48.0,Phường Bình Hưng Hoà B,Quận Bình Tân
3600000000.0,Shophouse,Nội thất đầy đủ,64.2,Phường 15,Quận 10
9500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,119.5,Phường Tân Chánh Hiệp,Quận 12
21500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,52.5,Phường 4,Quận 5
15000000000.0,Shophouse,Hoàn thiện cơ bản,102.62,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
100000000.0,Officetel,Hoàn thiện cơ bản,60.0,Phường 9,Quận Phú Nhuận
250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường Tân Hưng,Quận 7
10880000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,282.7,Phường Thạnh Xuân,Quận 12
49000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,20.0,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức
9500000000.0,Shophouse,Hoàn thiện cơ bản,100.0,Phường 14,Quận Tân Bình
170000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,20.0,Phường Bình Trị Đông B,Quận Bình Tân
60000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Xã Tân Hiệp,Huyện Hóc Môn
198000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,95.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
35000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,21.0,Phường Tân Tạo,Quận Bình Tân
450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,270.0,Phường Bình Hưng Hòa,Quận Bình Tân
1000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,150.0,Phường Tân Phong,Quận 7
590000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,10.0,Phường 3,Quận 3
800000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,300.0,Phường Cô Giang,Quận 1
11750000000.0,Shophouse,Bàn giao thô,97.9,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
18000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,44.0,Phường 14,Quận 10
4250000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,61.0,Phường Thạnh Xuân,Quận 12
12000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,35.0,Phường 4,Quận 10
42000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,195.0,Phường 12,Quận 6
5900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,366.0,Xã Phú Hòa Đông,Huyện Củ Chi
32299999999.999996,Officetel,Hoàn thiện cơ bản,130.0,Phường 14,Quận 10
2000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường Tân Quý,Quận Tân Phú
37000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,550.0,Phường 13,Quận Bình Thạnh
13490000000.0,Văn phòng,Nội thất đầy đủ,563.0,Phường Bình Trị Đông,Quận Bình Tân
15200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,112.0,Phường 15,Quận Tân Bình
7800000000.0,Shophouse,Hoàn thiện cơ bản,156.0,Phường 7,Quận 8
11300000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,130.0,Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức
1950000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,32.0,Phường Hiệp Thành,Quận 12
12900000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,100.0,Phường Tân Quý,Quận Tân Phú
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường Bình Hưng Hoà B,Quận Bình Tân
12000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,400.0,Phường Bình Hưng Hoà B,Quận Bình Tân
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,280.0,Phường 11,Quận Tân Bình
790000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,220.0,Xã Phước Thạnh,Huyện Củ Chi
900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Bến Nghé,Quận 1
5500000000.0,Shophouse,Hoàn thiện cơ bản,240.0,Xã Phước Kiển,Huyện Nhà Bè
120000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường 5,Quận 8
5950000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,65.0,Phường Hiệp Thành,Quận 12
2680000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,15.0,Phường 13,Quận 10
2700000000.0,Shophouse,Hoàn thiện cơ bản,65.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
7900000000.0,Shophouse,Hoàn thiện cơ bản,156.0,Phường 7,Quận 8
4200000000.0,Shophouse,Hoàn thiện cơ bản,78.0,Xã Bình Hưng,Huyện Bình Chánh
30000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,186.5,Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức
37200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,181.0,Phường Tân Phú,Quận 7
28400000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,426.0,Phường 15,Quận Tân Bình
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường Bình Hưng Hoà B,Quận Bình Tân
2500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,324.0,Phường Tân Sơn Nhì,Quận Tân Phú
7900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,470.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
13000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,429.0,Phường Thạnh Lộc,Quận 12
35000000000.0,Văn phòng,Hoàn thiện cơ bản,200.0,Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức
16899999999.999998,Mặt bằng kinh doanh,Hoàn thiện cơ bản,550.0,Xã Đông Thạnh,Huyện Hóc Môn
200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,32.0,Phường Bình Hưng Hoà A,Quận Bình Tân
100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
13000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,64.0,Phường 12,Quận Gò Vấp
450000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường 14,Quận Gò Vấp
8000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,45.0,Phường 2,Quận 10
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường 15,Quận Tân Bình
25000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
14500000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,460.0,Xã Thới Tam Thôn,Huyện Hóc Môn
16000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,251.0,Phường Bình Hưng Hòa,Quận Bình Tân
21000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,190.0,Phường Bình Hưng Hòa,Quận Bình Tân
10200000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,84.0,Phường 3,Quận Bình Thạnh
12500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
120000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,48.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
17500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,320.0,Phường Thạnh Lộc,Quận 12
11200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,121.0,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức
8600000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,190.0,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức
8199999999.999999,Shophouse,Hoàn thiện cơ bản,200.0,Thị trấn Tân Túc,Huyện Bình Chánh
