title,price,address,price_m2,direction,property_legal_document,commercial_type,furnishing_sell,size
"Mặt tiền Huỳnh Văn Bánh Q.Phú Nhuận (dt : 5,3x18 ) Gía : 23 tỷ - 119719066",23 tỷ,"Đường Huỳnh Văn Bánh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh","241,09 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,95.4 m²
TRƯỜNG MÂU. GIÁO TẠI WESTGATE- CHIẾT KHẤU CỰC KHỦNG - 119718224,31 tỷ,"Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","33,88 triệu/m²",,Đã có sổ,Shophouse,,915 m²
"Toà văn phòng Gò Vấp, MT Nguyễn Thái Sơn, 1 hầm, 5 tầng, DTSD 1500m2 - 119716919",65 tỷ,"Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh","43,33 triệu/m²",,Đã có sổ,Văn phòng,Nội thất cao cấp,1500 m²
"Nhà mặt tiền kinh doanh tại Tân Bình,105m2 đất, mt 6m, 8 tầng, nhà đẹp - 119716344",40 tỷ,"Đường Âu Cơ, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","380,95 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,105 m²
BÁN XƯỞNG GỖ KHU CÔNG NGHIÊP TÂN BINH .TPHCM - 119715365,110 tỷ,"QUOC LO 22, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh","7,59 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,14500 m²
"Mặt tiền đường 3/2 Quận 10 diện tích( 5,3x22) Gía bán : 28.5 tỷ - 119713905","28,5 tỷ","đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","244,43 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,116.6 m²
"Bán căn hộ văn phòng tại Phú mỹ hưng giá chỉ 1,6 tỷ giao hoàn thiện - 119713365","1,6 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","61,54 triệu/m²",Nam,Đang chờ sổ,Officetel,Hoàn thiện cơ bản,26 m²
Bán Nhà ngộp  mặt tiền Võ Văn Tần Q.3 (Dt: 5x18 -Gía : 31 tỷ) - 119711043,31 tỷ,"Đường Võ Văn Tần, Phường 5, Quận 3, Tp Hồ Chí Minh","344,44 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,90 m²
"Toà nhà MT Bùi Thị Xuân, Tân Bình, 1 hầm, 5 tầng, 13x22m đất, sổ hồng - 119707058",53 tỷ,"Đường Bùi Thị Xuân, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","173,77 triệu/m²",,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,305 m²
SANG QUÁN MẶT TIỀN BỜ KÈ PHÚ NHUẬN ĐANG CÓ DOANH THU ỔN ĐỊNH - 118539270,150 triệu,"Đường Trường Sa, Phường 17, Quận Phú Nhuận, Tp Hồ Chí Minh",750.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất cao cấp,200 m²
"Toà nhà góc 2mt Cộng Hòa, Tân Bình, 123m2 đất, 1 hầm + 7 tầng - 119705368",40 tỷ,"Đường Cộng Hoà, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh","325,20 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,123 m²
"Tòa nhà Văn Phòng kết hợp CHDV Mt Thảo Điền, 10x37m 1 hầm + 7 tầng - 119704711",115 tỷ,"Đường Tống Hữu Định, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","310,81 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,370 m²
"Bán ShOPHOUSE Chưng cư 8XPLus Đường Trường Chinh, pTTN, Q12 (5,9mx11m) - 118578812","3,7 tỷ","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","56,92 triệu/m²",Nam,Đã có sổ,Shophouse,Nội thất đầy đủ,65 m²
Bán kho và nhà 745m2 MT Trương văn Đa - 118924656,"9,5 tỷ","Trương Văn Đa, Xã Tân Nhựt, Huyện Bình Chánh, Tp Hồ Chí Minh","12,75 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,745 m²
HẠ CHÀO 500 TRIỆU CHỈ CÒN 8 TỶ 1 MTKD 110m2 PHƯỚC BÌNH - 119497782,"8,1 tỷ","Đường số 3, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh","73,64 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,110 m²
"1TỶ290TR Ở NGUYỄN HỮU TRÍ-TÂN TÚC-BÌNH CHÁNH, MẶT TIỀN KINH DOANH. - 119487205","1,29 tỷ",", Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","11,12 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,116 m²
NHÀ ĐẸP NHƯ BIỆT THỰ MINI - MTKD 87m2 - ĐẠI LỘ 3 - PHƯỚC BÌNH - 119498291,"9,99 tỷ","Đường Đại Lộ 3, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh","114,83 triệu/m²",Nam,Đã có sổ,Văn phòng,Nội thất cao cấp,87 m²
VINHOMES Q.9 MỞ BÁN SHOP CHIẾT KHẤU 33%-TIỀN THUÊ~ 55TR/THÁNG-HTLS 24T - 118044187,15 tỷ,"Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","176,47 triệu/m²",,Đang chờ sổ,Shophouse,,85 m²
🟢 Bán gấp - Nhà đẹp mới - Mặt tiền Đakao Quận 1 - 117131352,"8,4 tỷ","Mạc Đỉnh Chi, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",168 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,50 m²
"🟢 Bán nhà HXH đường 3/2 Q.10 - Ngang 4,5m - Vị trí siêu đẹp - Gần MT - 117272633","7,6 tỷ","3 Tháng 2, Phường 11, Quận 10, Tp Hồ Chí Minh","253,33 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,30 m²
"Kho xưởng mặt tiền Xuân Thới Thượng 4, Hóc Môn.Dt 606m2~12,9ty - 118120364","12,9 tỷ","Đường Xuân Thới Thượng 4, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","21,29 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,606 m²
"Căn hộ dịch vụ mặt tiền Cây Trâm-P9-Gò Vấp.Dt 5x31,5~154m~4 tấm~18,2ty - 115375729","18,2 tỷ","Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","117,88 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,154.4 m²
"Nhà mặt tiền, Nguyễn Thị Kiểu, Quận 12, DT 4*25m, Giá 5,6 tỷ. - 119699383","5,6 tỷ","Đường Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",56 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,100 m²
"BÁN SHOPHOUSE LUXGARDEN, 120M 1 TRỆT 1 LẦU, SỔ HỒNG GIÁ 4.250TY - 118833129","4,25 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","35,42 triệu/m²",,Đã có sổ,Shophouse,,120 m²
"Mặt Bằng Kinh doanh 214m2 Đường Trần Thị Bốc,Thới Tam Thôn,Hóc Môn - 119699088","12,5 tỷ","Đường Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","58,41 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,214 m²
"MẶT TIỀN HỒNG HÀ, TÂN BÌNH - Dtiền 100tr/tháng - 30m2 - 4 tầng - 12Tỷ - 118596756",12 tỷ,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",400 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,30 m²
Bán nhà mặt tiền Phùng Hưng giá thương lượng - 117961688,100 tỷ,"Đường Phùng Hưng, Phường 14, Quận 5, Tp Hồ Chí Minh","435,16 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,229.8 m²
Chính chủ cần bán toà văn phòng đang có HĐ cho thuê 70tr/tháng - 117840060,"28,9 tỷ","42/, Đường Hoàng Diệu, Phường 13, Quận 4, Tp Hồ Chí Minh","329,91 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,87.6 m²
Chính chủ bán toà nhà văn phòng 189 m2 tại khu đô thị Vạn Phúc City - 117846918,31 tỷ,"Số 309, Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","164,02 triệu/m²",Tây Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,189 m²
"Bán Khách Sạn MT Thủ Khoa Huân, Q.1. DT 12x30m. Hầm 14tầng. Giá 900tỷ - 119374216",900 tỷ,"Đường Thủ Khoa Huân, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","2,53 tỷ/m²",,Đã có sổ,Văn phòng,,356 m²
"MT đường Cô Bắc Q1 - 160m2, 3 tầng - 119691557","27,5 tỷ","Đường Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh","410,45 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,67 m²
"9CĂN SHOPHOUSE MCP Q9-HCM, TT20% NHẬN NHÀ -CĐT HỖ TRỢ KD NGAY, MIỄN LS - 119540131","16,698 tỷ","Long Thạnh Mỹ, Phường Long Bình, Quận 9, Tp Hồ Chí Minh","107,59 triệu/m²",Đông Nam,Đang chờ sổ,Shophouse,Nội thất đầy đủ,155.2 m²
Sang quán cafe đẹp Hẻm Phan Huy Ích phường 12 Gò Vấp - 119690604,320 triệu,"Phan Huy Ích, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","1,28 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,250 m²
"Bán nhà mặt tiền Lê Văn Sỹ Q3 (DT: 4,5X28) Gía : 25,5 tỷ - 119690446","25,5 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh","202,38 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,126 m²
"🐝 Tòa Nhà VP Phường 9, Quận Phú Nhuận - 117834108",42 tỷ,"Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","347,11 triệu/m²",,Đã có sổ,Officetel,,121 m²
Sang nhượng Garage Ô Tô lớn 1000m² khu sầm uất Tân Phú - 119686982,700 triệu,"Xxx, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",700.000 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,1000 m²
Cần sang mặt bằng quán cà phê Milano - 119683527,120 triệu,"6, Đường 429, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","2,67 triệu/m²",Đông,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,45 m²
MT kinh doanh 3 tầng Trần Cao Vân Phú Nhuận - 119678746,"3,65 tỷ","Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh","228,12 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,16 m²
Bán Shophouse Phú Gia - Sổ sẵn CC sang tên ngay  - Giá từ 2.4 tỷ/căn - 110638291,"2,4 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","46,15 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,52 m²
"Căn hộ kết hợp kinh doanh và ở 151m2 - 1 Trệt - 1 Lầu giá 5,2 tỷ, SHR. - 119677927","5,2 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,44 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Nội thất cao cấp,151 m²
PTY 8980 x 13000 x 1030 Mua bán Góc 2 mặt tiền Phan anh 8x16 - trống 2 - 119677299,22 tỷ,"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","171,88 triệu/m²",,4,Mặt bằng kinh doanh,,128 m²
"Mặt tiền Nơ Trang Long Q. Bình Thạnh( Dt 4,3x28 -6 tầng )-Giá 21 tỷ - 119676987",22 tỷ,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","182,12 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,120.8 m²
"Mặt tiền Nguyễn Xí ,Q.Bình Thạnh (Dt 4,5x32) Giá siêu rẽ: 18 tỷ - 119674911",18 tỷ,"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",125 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,144 m²
BÁN GẤP CẶP MT CÓ HẦM CITYLAND 10X20 P10 GV GIÁ SỐC 37 TỶ - 114327225,37 tỷ,Phan Văn Trị,185 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"Mặt tiền đường Nguyễn Hoàng, DT: 8m x 20m, Hầm 4 Lầu. Giá đã giảm 30% - 116382173",45 tỷ,"Đường Nguyễn Hoàng, Phường An Phú, Quận 2, Tp Hồ Chí Minh","281,25 triệu/m²",,Đã có sổ,Văn phòng,,160 m²
Mặt tiền đường số 9 p9 GV 4x16m lầu 2pn 2wc. Gần công viên Làng Hoa GV - 119672914,7 tỷ,"Đường số 9 P9 GV, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",125 triệu/m²,Tây Nam,Đã có sổ,Mặt bằng kinh doanh,,56 m²
Nhà ngộp Bán gấp mặt tiền KD Lý Thái Tổ  Q.10 giá 14.5 tỷ - 119672576,"14,5 tỷ","Đường Lý Thái Tổ, Phường 10, Quận 10, Tp Hồ Chí Minh","258,93 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,56 m²
Mặt tiền kinh doanh đa ngành nghề Bình Tân chủ cực gấp bán - 119206579,"5,35 tỷ","Đường Phùng Tá Chu, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh","124,42 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,43 m²
Sang Gara Ô Tô Lớn Tân Phú. - 119671658,90 triệu,"Hòa Bình, Âu Cơ, Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",90.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,1000 m²
"Sang Quán Sang Vị Trí. Quán Siêu Rộng, Đẹp. - 119671556",10 triệu,"Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",40.000 đ/m²,,Đã có sổ,Mặt bằng kinh doanh,,250 m²
Bán gấp nhà góc 2 mặt tiền 3 tầng DT  6x15m đường Cù Lao sung nhất PN - 119002824,"27,5 tỷ","Đường Cù Lao, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","323,53 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất cao cấp,85 m²
nhà mặt tiền sung Thạnh Lộc 41 tiện kinh doanh đa ngành 68m2 - 118655511,"5,3 tỷ","Đường Thạnh Lộc 41, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","77,94 triệu/m²",Tây Nam,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,68 m²
"Nhà sân bay, 2 mặt tiền trước, sau 4.5x21 Phạm Văn Bạch, P15, TB - 119395552",11 tỷ,Đường Tân Sơn,"117,02 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,94 m²
Bán gấp! Toà 11 căn hộ dịch vụ full nội thất Q.Tân Phú - 117737203,"9,79 tỷ","Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","120,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,81 m²
"MẶT TIỀN KD THOẠI NGỌC HẦU 4*25M, ĐANG CHO THUÊ 16TR/T NHỈNH 9TY - 119667620","9,7 tỷ","Đường Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","98,98 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,98 m²
Cần Sang Tiệm Đồ Gia Dụng - 117768713,160 triệu,"Số 25a, Đường Miếu Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",5 triệu/m²,,Giấy tờ khác,Mặt bằng kinh doanh,,32 m²
MT ngay chợ Bến Thành Q1 - 5 tầng - 119664614,50 tỷ,"Lê Công Kiều, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","746,27 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,67 m²
"Chỉ 1,98 tỷ sở hữu ngay Căn hộ Shophouse 183m2, 1 Trệt, 1 Lầu. ( SHR ) - 119405221","1,98 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","10,82 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Nội thất cao cấp,183 m²
Bán gấp nhà thương mại cuối cùng giá 21.6 tỷ 5 tầng Cityland Gò Vấp - 118997285,"21,6 tỷ","18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",54 triệu/m²,,Đã có sổ,Shophouse,,400 m²
"Bán kho xưởng KCN Tân Bình , Tân Phú, KV : 3.500m2, Xưởng : 3.000m2 - 119659058",55 tỷ,"KCN Tân Bình, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","15,71 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,3500 m²
bán xưởng giá rẻ 14.000m2 khu công nghiêp nhị xuân .Hóc Mon TPHCM - 119657893,110 tỷ,"Đường Quốc lộ 1, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","7,86 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,14000 m²
cần bán căn shop house dream home palace quận 8 hiện đag cho thuê 10tr - 119657317,"3,5 tỷ","Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","57,38 triệu/m²",,Giấy tờ khác,Shophouse,Hoàn thiện cơ bản,61 m²
Bán hotel màu tím 32p. Thu nhập 100tr/th. MT Hà Huy Giáp 26ty - 116381428,26 tỷ,"Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","162,50 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,160 m²
Tòa nhà MT Hoàng Văn Thụ 8x12m 4 tầng Q.Phú Nhuận - 119656929,26 tỷ,"Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","298,85 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,87 m²
Sang nhượng quán cơm chay Bình Thạnh - 119655500,110 triệu,"Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","1,38 triệu/m²",Đông,Giấy tờ khác,Mặt bằng kinh doanh,,80 m²
"Bán kho xưởng MT đường Kinh A, Bình Chánh (cách Vành Đai 3 290m) - 118969490",28 tỷ,"Kinh A, Xã Lê Minh Xuân, Huyện Bình Chánh, Tp Hồ Chí Minh","16,47 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,1700 m²
"Bán nhà cấp 4, nhà nát 4 x 25, mặt tiền kinh doanh trung tâm Gò Vấp - 118214879","7,7 tỷ","Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh","81,05 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,95 m²
"🎉 Chỉ 5.9 tỷ Bán Gấp Shophouse The Harmona,Trương Công Định Tân Bình. - 118749185","5,9 tỷ","33, Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","84,29 triệu/m²",,Đang chờ sổ,Shophouse,Hoàn thiện cơ bản,70 m²
Sang Quán Cho Khách Có Tầm Nhìn Kinh Doanh. - 119648934,450 triệu,"Ngã Tư 4 Xã, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","1,80 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,250 m²
"Mặt tiền Hoa Mai Q.Phú Nhuận (Dt 8x18- 4 tầng -HĐT: 90tr - Giá 41,5 ty - 119648332","41,5 tỷ","Đường Hoa Mai, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","288,19 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,144 m²
"Góc 2MT Lam Sơn, Q.Phú Nhuận( Dt 10x20 - Giá : 41tỷ ) - 119647817",41 tỷ,"Đường Lam Sơn, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",205 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,200 m²
"BÁN GẤP MẶT TIỀN ĐƯỜNG KHU MÃ LÒ CHỈ 4,75 TỶ - 119644661","4,75 tỷ","Đường số 1, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","105,56 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Nội thất đầy đủ,45 m²
"SANG NHƯỢNG QUÁN CÀ PHÊ TẠI 180 NGUYỄN THỊ KIỂU, QUẬN 12 - 118432811",380 triệu,"180, Đường Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","3,39 triệu/m²",Tây,Đã có sổ,Mặt bằng kinh doanh,,112 m²
bán  mặt tiền kinh doanh mt đường số 9 linh tây - 116687082,"13,2 tỷ","Số 9 , Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,132 m²
HIỆP BÌNH CHÁNH OTO ĐẬU TRONG NHÀ - 118864836,"7,3 tỷ","Đường số 49, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","114,06 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,64 m²
Kho xưởng mặt tiền Đặng Công Bỉnh-Tân Thới Nhì-Hóc Môn.Dt 10x71~12ty - 119250924,12 tỷ,"Đường Đặng Công Bỉnh, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh","16,85 triệu/m²",Tây Bắc,Đã có sổ,Mặt bằng kinh doanh,Bàn giao thô,712 m²
"Bán Shophouse Căn hộ Green River Quận 8 - Sổ Sẵn chỉ 5,2 tỷ/ 151m2. - 119640835","5,2 tỷ","Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,44 triệu/m²",Đông Nam,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
Khu Bàu Cát Sang Rẻ Tiệm Trà MB THUÊ RẺ CHỈ 5 tr / thá - 119638894,59 triệu,"122, Đường Bàu Cát 3, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","1,64 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,36 m²
MT đường Trần Hưng Đạo 4x30m 5 tầng sát Q1 - 119638221,52 tỷ,"Đường Trần Hưng Đạo, Phường 2, Quận 5, Tp Hồ Chí Minh","495,24 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,Hoàn thiện cơ bản,105 m²
"Mặt tiền Trần Quốc Thảo Q.3( DT: 5x23- 4 tầng - HĐT: 65tr Giá: 29,5 ty - 119638151","29,5 tỷ","Đường Trần Quốc Thảo, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","347,06 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,85 m²
"Măt tiền đường 3/2 Q.10(DT: 5,3x18- HĐT:90tr - Giá : 34 tỷ) - 119637960",34 tỷ,"Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","356,39 triệu/m²",,Đã có sổ,Mặt bằng kinh doanh,,95.4 m²
"Toà buillding Nguyễn Văn Trỗi Q.Phú Nhuận( DT: 6,5x22HĐT:140tr-Giá32ty - 119637743",32 tỷ,"Đường Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh","223,78 triệu/m²",,Đã có sổ,Văn phòng,,143 m²
Cần bán Shophouse hẻm 595 CMT8 - 118115423,"3,6 tỷ","595/013 , Đường Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh","56,07 triệu/m²",Bắc,Đã có sổ,Shophouse,Nội thất đầy đủ,64.2 m²
Sang quán cafe cơm văn phòng khu Etown Cộng Hoà phường 13 Tân Bình - 119166161,250 triệu,"Xxzx, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh","1,47 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,,170 m²
Sang quán cafe sân vườn 800m² mặt tiền khu sầm uất Tân Phú - 117146231,500 triệu,"Xxxx, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",625.000 đ/m²,,Giấy tờ khác,Văn phòng,,800 m²
Shophouse tại Picity Q12 - Chiết khấu 65% sau 3 năm. nhận nhà ngay - 118063664,"4,48 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","44,80 triệu/m²",,Đang chờ sổ,Shophouse,,100 m²
GIẢM 3 TỶ- MT PHẠM VĂN ĐỒNG- 5X27M+4 LẦU- GẦN GIGAMALL - 118323201,20 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","149,25 triệu/m²",,Đã có sổ,Văn phòng,Nội thất đầy đủ,134 m²
SANG QUÁN CAFE QUẬN 12 KHU VIP - 119630133,250 triệu,"Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",833.333 đ/m²,,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,300 m²
Kho xưởng KCN Nhị Xuân-Xuân Thới Sơn-Hóc Môn.Dt 14757m2 đất SKC~120ty - 119627985,120 tỷ,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","8,13 triệu/m²",Tây Nam,Đã có sổ,Văn phòng,Hoàn thiện cơ bản,14757 m²
Bán căn hộ tầng trệt đường Phạm Thế Hiển Q8 1trệt1lầu2PN3WC 151m2 SHR - 119450148,"5,9 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","39,07 triệu/m²",,Đã có sổ,Shophouse,Hoàn thiện cơ bản,151 m²
"Bán Nhà Ngay Chợ , siêu thị khu Tên Lửa Dt 4,5 x20. Kc 3,5 Tấm 12,6 Tỷ - 119090278","12,6 tỷ","Đường 28A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",140 triệu/m²,,Đã có sổ,Mặt bằng kinh doanh,,90 m²
SANG QUÁN CAFE GẤP - 119622036,60 triệu,"135/45, Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh","1,07 triệu/m²",,Giấy tờ khác,Mặt bằng kinh doanh,Nội thất đầy đủ,56 m²
